code_module,code_presentation,id_student,final_result,total_clicks,avg_score,missing_assessment_count,late_submission_count,low_engagement_flag,low_score_flag,missing_assessment_flag,at_risk_indicator,risk_reason_count,risk_reason_summary
CCC,2014B,589722,Withdrawn,230,10.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,589894,Withdrawn,291,60.0,7,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,590072,Fail,1,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,590626,Withdrawn,238,10.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,590699,Withdrawn,139,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,590744,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,590762,Fail,160,87.0,6,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,590877,Fail,271,33.0,6,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,590881,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,590914,Fail,679,45.5,1,6,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,590961,Withdrawn,189,55.67,5,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,590974,Withdrawn,156,61.0,6,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,591375,Distinction,869,96.67,0,4,0,0,0,0,0,No Flag
CCC,2014B,591388,Distinction,1133,92.89,0,4,0,0,0,0,0,No Flag
CCC,2014B,591566,Withdrawn,301,17.0,6,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,591619,Withdrawn,280,54.0,6,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,591655,Withdrawn,92,0.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,591719,Withdrawn,2,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,591738,Withdrawn,617,80.0,7,1,0,0,1,1,1,Missing Assessment
CCC,2014B,591958,Distinction,1250,85.6,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,592007,Fail,1035,38.67,0,6,0,1,0,1,1,Low Score
CCC,2014B,592051,Withdrawn,1926,40.0,2,4,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,592093,Withdrawn,602,63.0,2,5,0,0,1,1,1,Missing Assessment
CCC,2014B,592151,Pass,687,73.44,0,4,0,0,0,0,0,No Flag
CCC,2014B,592158,Withdrawn,360,0.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,592259,Withdrawn,369,50.67,5,3,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,592284,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,592407,Withdrawn,97,10.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,592429,Fail,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,592437,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,592609,Withdrawn,991,54.4,3,4,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,592684,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,592775,Pass,1563,76.89,0,4,0,0,0,0,0,No Flag
CCC,2014B,592776,Pass,2383,77.44,0,6,0,0,0,0,0,No Flag
CCC,2014B,592842,Fail,24,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,592876,Withdrawn,37,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,592939,Withdrawn,543,57.25,4,3,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,592961,Distinction,2115,94.75,1,4,0,0,1,1,1,Missing Assessment
CCC,2014B,592976,Distinction,4975,99.2,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,593071,Withdrawn,215,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,593103,Pass,757,73.25,1,3,0,0,1,1,1,Missing Assessment
CCC,2014B,593123,Fail,815,58.5,6,2,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,593305,Pass,2178,65.6,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,593787,Fail,77,4.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,593823,Distinction,3797,88.89,0,4,0,0,0,0,0,No Flag
CCC,2014B,593972,Pass,1188,73.56,0,4,0,0,0,0,0,No Flag
CCC,2014B,593995,Distinction,2312,91.78,0,4,0,0,0,0,0,No Flag
CCC,2014B,594044,Pass,1820,77.22,0,5,0,0,0,0,0,No Flag
CCC,2014B,594052,Withdrawn,14,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,594111,Withdrawn,27,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,594157,Pass,4299,65.5,3,5,0,0,1,1,1,Missing Assessment
CCC,2014B,594193,Fail,187,90.0,7,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,594199,Withdrawn,740,30.0,7,1,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,594246,Fail,175,93.0,6,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,594326,Withdrawn,4,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,594371,Pass,1143,81.44,0,4,0,0,0,0,0,No Flag
CCC,2014B,594419,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,594851,Fail,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,595164,Pass,580,63.78,0,4,0,0,0,0,0,No Flag
CCC,2014B,595182,Pass,1492,82.4,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,595189,Distinction,3070,90.78,0,4,0,0,0,0,0,No Flag
CCC,2014B,595324,Fail,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,595356,Withdrawn,362,30.0,7,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,595492,Fail,365,38.33,5,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,595514,Withdrawn,3195,53.2,3,5,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,595659,Pass,362,65.67,0,4,1,0,0,1,1,Low Engagement
CCC,2014B,595685,Withdrawn,99,35.0,6,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,595781,Fail,1481,58.0,4,4,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,595797,Pass,1383,82.67,0,4,0,0,0,0,0,No Flag
CCC,2014B,595847,Pass,393,82.78,0,4,1,0,0,1,1,Low Engagement
CCC,2014B,595986,Pass,675,55.56,0,5,0,1,0,1,1,Low Score
CCC,2014B,595992,Withdrawn,192,20.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,596029,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,596035,Withdrawn,786,68.29,1,4,0,0,1,1,1,Missing Assessment
CCC,2014B,596157,Pass,6206,65.78,0,6,0,0,0,0,0,No Flag
CCC,2014B,596321,Withdrawn,59,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,596432,Withdrawn,2,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,596699,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,596731,Pass,1203,52.33,0,5,0,1,0,1,1,Low Score
CCC,2014B,596903,Pass,965,44.8,4,4,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,596947,Fail,418,56.86,2,3,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,597181,Fail,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,597363,Withdrawn,108,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,597403,Pass,718,63.43,2,4,0,0,1,1,1,Missing Assessment
CCC,2014B,597560,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,597817,Fail,95,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,597926,Distinction,692,98.11,0,4,0,0,0,0,0,No Flag
CCC,2014B,598074,Withdrawn,246,70.0,7,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,598113,Pass,2462,54.33,0,6,0,1,0,1,1,Low Score
CCC,2014B,598321,Pass,834,79.78,0,4,0,0,0,0,0,No Flag
CCC,2014B,598662,Pass,685,69.67,0,6,0,0,0,0,0,No Flag
CCC,2014B,598666,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,598757,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,598860,Distinction,4910,91.56,0,5,0,0,0,0,0,No Flag
CCC,2014B,598924,Fail,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,599263,Fail,391,45.0,2,6,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,599275,Fail,854,69.25,1,4,0,0,1,1,1,Missing Assessment
CCC,2014B,599341,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,599542,Fail,334,50.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,599547,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,599615,Fail,35,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,599857,Pass,1538,68.33,0,4,0,0,0,0,0,No Flag
CCC,2014B,599893,Fail,135,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,599902,Withdrawn,52,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,599937,Withdrawn,127,0.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,599942,Withdrawn,117,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,599958,Pass,6698,75.0,0,5,0,0,0,0,0,No Flag
CCC,2014B,599986,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,600073,Pass,2060,86.56,0,4,0,0,0,0,0,No Flag
CCC,2014B,600094,Withdrawn,118,54.75,4,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,600142,Fail,425,31.0,5,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,600181,Withdrawn,244,20.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,600335,Pass,1987,65.11,0,4,0,0,0,0,0,No Flag
CCC,2014B,600436,Withdrawn,116,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,600509,Withdrawn,84,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,600547,Withdrawn,1509,69.67,5,2,0,0,1,1,1,Missing Assessment
CCC,2014B,600632,Distinction,4052,96.4,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,600814,Withdrawn,217,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,600859,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,600879,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,600938,Withdrawn,328,10.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,600945,Pass,1671,73.11,0,4,0,0,0,0,0,No Flag
CCC,2014B,600975,Withdrawn,144,10.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,600987,Pass,580,62.33,0,5,0,0,0,0,0,No Flag
CCC,2014B,601021,Withdrawn,178,64.0,7,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,601175,Withdrawn,204,17.0,6,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,601224,Pass,1733,69.78,0,4,0,0,0,0,0,No Flag
CCC,2014B,601550,Pass,1931,75.4,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,601731,Fail,1,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,601757,Withdrawn,221,50.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,601872,Pass,2005,79.67,3,5,0,0,1,1,1,Missing Assessment
CCC,2014B,601949,Pass,1403,46.89,0,4,0,1,0,1,1,Low Score
CCC,2014B,602030,Withdrawn,930,40.67,5,2,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,602042,Distinction,1236,99.33,0,4,0,0,0,0,0,No Flag
CCC,2014B,602107,Fail,373,65.67,5,2,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,602133,Pass,1820,79.0,3,5,0,0,1,1,1,Missing Assessment
CCC,2014B,602150,Withdrawn,6,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,602269,Fail,291,69.8,3,4,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,602398,Fail,292,60.0,7,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,602585,Withdrawn,125,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,602703,Withdrawn,436,39.67,5,3,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,602718,Fail,734,46.89,0,7,0,1,0,1,1,Low Score
CCC,2014B,602891,Withdrawn,63,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,602902,Pass,1758,75.22,0,4,0,0,0,0,0,No Flag
CCC,2014B,602913,Pass,498,66.89,0,4,0,0,0,0,0,No Flag
CCC,2014B,603053,Fail,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,603222,Fail,164,41.0,6,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,603239,Fail,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,603477,Pass,1227,59.11,0,6,0,1,0,1,1,Low Score
CCC,2014B,603498,Fail,17,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,603639,Withdrawn,2091,81.25,4,2,0,0,1,1,1,Missing Assessment
CCC,2014B,603791,Fail,17,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,603832,Withdrawn,1192,27.25,4,2,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,603859,Pass,1061,82.2,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,603999,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604078,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604164,Withdrawn,1278,64.0,3,4,0,0,1,1,1,Missing Assessment
CCC,2014B,604480,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604517,Pass,1280,66.0,0,4,0,0,0,0,0,No Flag
CCC,2014B,604559,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604571,Pass,446,69.5,3,3,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604643,Withdrawn,50,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604655,Fail,68,47.0,6,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,604665,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604723,Pass,277,85.57,2,4,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604906,Withdrawn,72,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,604997,Pass,578,76.43,2,4,0,0,1,1,1,Missing Assessment
CCC,2014B,605130,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,605144,Pass,1333,72.67,0,6,0,0,0,0,0,No Flag
CCC,2014B,605180,Withdrawn,272,45.0,6,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,605266,Pass,2100,86.0,0,4,0,0,0,0,0,No Flag
CCC,2014B,605571,Pass,4601,89.44,0,4,0,0,0,0,0,No Flag
CCC,2014B,605688,Distinction,1790,86.56,0,4,0,0,0,0,0,No Flag
CCC,2014B,605703,Distinction,754,85.22,0,4,0,0,0,0,0,No Flag
CCC,2014B,605926,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606025,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606127,Withdrawn,351,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606205,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606206,Fail,438,87.4,3,2,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606282,Pass,897,68.5,3,5,0,0,1,1,1,Missing Assessment
CCC,2014B,606300,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606350,Fail,145,40.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,606417,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606444,Distinction,1240,90.78,0,4,0,0,0,0,0,No Flag
CCC,2014B,606663,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606665,Fail,1004,47.89,0,4,0,1,0,1,1,Low Score
CCC,2014B,606724,Pass,1518,69.89,0,4,0,0,0,0,0,No Flag
CCC,2014B,606828,Fail,76,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,606930,Withdrawn,58,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607052,Pass,1090,82.22,0,5,0,0,0,0,0,No Flag
CCC,2014B,607060,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607061,Distinction,592,90.11,0,7,0,0,0,0,0,No Flag
CCC,2014B,607063,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607411,Withdrawn,314,72.0,6,2,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607413,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607442,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607453,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607609,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607636,Pass,945,51.25,1,3,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,607703,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607835,Distinction,1267,87.78,0,4,0,0,0,0,0,No Flag
CCC,2014B,607896,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,607927,Fail,615,36.17,2,6,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,607966,Withdrawn,111,66.0,6,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,608130,Withdrawn,686,18.67,5,2,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,608152,Fail,786,47.56,0,4,0,1,0,1,1,Low Score
CCC,2014B,608243,Pass,920,75.44,0,5,0,0,0,0,0,No Flag
CCC,2014B,608464,Pass,1171,80.17,3,5,0,0,1,1,1,Missing Assessment
CCC,2014B,608472,Fail,507,33.33,5,3,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,608504,Withdrawn,1181,48.0,3,3,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,608549,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,608577,Withdrawn,386,80.0,4,4,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,608643,Withdrawn,54,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,608735,Pass,711,64.0,5,3,0,0,1,1,1,Missing Assessment
CCC,2014B,608750,Withdrawn,23,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,608753,Fail,685,59.13,1,4,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,608904,Distinction,2049,97.11,0,5,0,0,0,0,0,No Flag
CCC,2014B,608923,Withdrawn,6,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,609025,Withdrawn,367,90.0,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,609045,Pass,578,83.14,2,2,0,0,1,1,1,Missing Assessment
CCC,2014B,609192,Withdrawn,368,66.5,6,2,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,609229,Distinction,5627,98.0,0,4,0,0,0,0,0,No Flag
CCC,2014B,609241,Withdrawn,7,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,609383,Withdrawn,226,60.0,7,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,609450,Withdrawn,70,10.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,609489,Withdrawn,369,28.0,6,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,609515,Pass,926,80.56,0,5,0,0,0,0,0,No Flag
CCC,2014B,609602,Distinction,2233,97.6,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,609605,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,609645,Fail,1633,39.67,0,7,0,1,0,1,1,Low Score
CCC,2014B,609828,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,610099,Pass,2002,65.71,2,4,0,0,1,1,1,Missing Assessment
CCC,2014B,610158,Withdrawn,15,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,610234,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,610287,Withdrawn,485,76.67,2,3,0,0,1,1,1,Missing Assessment
CCC,2014B,610391,Fail,2155,91.33,5,3,0,0,1,1,1,Missing Assessment
CCC,2014B,610575,Pass,1556,65.88,1,6,0,0,1,1,1,Missing Assessment
CCC,2014B,610577,Fail,133,40.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,610718,Fail,10,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,610831,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,611062,Fail,209,20.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,611176,Distinction,681,86.6,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,611260,Pass,1341,69.38,1,6,0,0,1,1,1,Missing Assessment
CCC,2014B,611402,Pass,1439,45.25,1,7,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,611750,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,611865,Withdrawn,29,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,612023,Fail,843,46.67,5,3,0,1,1,1,2,Low Score; Missing Assessment
CCC,2014B,612119,Pass,1276,81.44,0,7,0,0,0,0,0,No Flag
CCC,2014B,612124,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,612287,Withdrawn,90,20.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,612381,Withdrawn,576,84.0,7,1,0,0,1,1,1,Missing Assessment
CCC,2014B,612397,Withdrawn,151,30.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,612644,Pass,612,74.5,1,3,0,0,1,1,1,Missing Assessment
CCC,2014B,612673,Fail,311,63.5,6,2,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,612805,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,612814,Distinction,2198,97.67,0,4,0,0,0,0,0,No Flag
CCC,2014B,612822,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,612860,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,612882,Fail,253,84.0,5,2,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613116,Fail,26,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613120,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613133,Distinction,2134,93.44,0,7,0,0,0,0,0,No Flag
CCC,2014B,613280,Withdrawn,2,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613310,Fail,366,95.4,3,4,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613387,Fail,21,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613390,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613417,Fail,80,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613441,Withdrawn,141,20.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,613447,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,613461,Fail,1139,65.78,0,5,0,0,0,0,0,No Flag
CCC,2014B,613501,Pass,1296,73.86,2,3,0,0,1,1,1,Missing Assessment
CCC,2014B,613873,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,614059,Pass,701,63.75,1,4,0,0,1,1,1,Missing Assessment
CCC,2014B,614263,Fail,99,70.0,7,1,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,614265,Withdrawn,0,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,614345,Withdrawn,215,0.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,614477,Fail,2177,59.11,0,6,0,1,0,1,1,Low Score
CCC,2014B,614733,Withdrawn,252,14.0,7,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,614804,Withdrawn,530,66.0,3,5,0,0,1,1,1,Missing Assessment
CCC,2014B,614844,Distinction,3274,93.4,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,614952,Withdrawn,175,0.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,615031,Pass,987,83.2,4,4,0,0,1,1,1,Missing Assessment
CCC,2014B,615229,Pass,3422,71.13,1,4,0,0,1,1,1,Missing Assessment
CCC,2014B,615246,Fail,168,30.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,615249,Pass,777,65.38,1,6,0,0,1,1,1,Missing Assessment
CCC,2014B,615321,Withdrawn,72,20.0,7,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
CCC,2014B,615407,Fail,36,,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
CCC,2014B,615437,Pass,3729,81.8,4,4,0,0,1,1,1,Missing Assessment
