code_module,code_presentation,id_student,total_clicks,active_days,unique_sites_visited,avg_clicks_per_active_day,engagement_bucket
BBB,2014J,581866,1515,69,94,21.96,High
BBB,2014J,581877,708,30,83,23.6,Medium
BBB,2014J,582040,140,17,25,8.24,Low
BBB,2014J,582253,1689,73,98,23.14,High
BBB,2014J,582348,200,18,34,11.11,Low
BBB,2014J,582460,1502,99,73,15.17,High
BBB,2014J,582694,392,21,38,18.67,Low
BBB,2014J,582709,513,20,41,25.65,Medium
BBB,2014J,582816,52,6,14,8.67,Low
BBB,2014J,582898,1299,77,82,16.87,High
BBB,2014J,582933,234,14,45,16.71,Low
BBB,2014J,582964,2498,73,81,34.22,High
BBB,2014J,583179,48,3,10,16.0,Low
BBB,2014J,583775,304,49,49,6.2,Low
BBB,2014J,583843,1752,62,85,28.26,High
BBB,2014J,583954,422,30,47,14.07,Medium
BBB,2014J,584274,0,0,0,0.0,No Activity
BBB,2014J,584283,0,0,0,0.0,No Activity
BBB,2014J,584509,1611,96,88,16.78,High
BBB,2014J,584539,2901,148,95,19.6,High
BBB,2014J,584595,0,0,0,0.0,No Activity
BBB,2014J,584664,0,0,0,0.0,No Activity
BBB,2014J,584733,2321,60,71,38.68,High
BBB,2014J,584864,2983,117,94,25.5,High
BBB,2014J,585074,4,1,4,4.0,Low
BBB,2014J,585762,472,28,45,16.86,Medium
BBB,2014J,585963,541,45,43,12.02,Medium
BBB,2014J,586036,1226,67,81,18.3,High
BBB,2014J,586134,572,36,52,15.89,Medium
BBB,2014J,586142,4413,134,114,32.93,High
BBB,2014J,586180,396,15,31,26.4,Low
BBB,2014J,586376,1468,88,98,16.68,High
BBB,2014J,586398,14,2,4,7.0,Low
BBB,2014J,586502,865,82,81,10.55,High
BBB,2014J,586516,2582,58,123,44.52,High
BBB,2014J,586561,184,10,27,18.4,Low
BBB,2014J,586652,633,39,63,16.23,Medium
BBB,2014J,586818,297,14,28,21.21,Low
BBB,2014J,587037,100,17,19,5.88,Low
BBB,2014J,587054,1910,65,92,29.38,High
BBB,2014J,587434,153,7,18,21.86,Low
BBB,2014J,587459,1645,83,73,19.82,High
BBB,2014J,587860,123,23,22,5.35,Low
BBB,2014J,588062,158,8,24,19.75,Low
BBB,2014J,588166,179,20,29,8.95,Low
BBB,2014J,588207,405,8,40,50.63,Low
BBB,2014J,588251,619,48,48,12.9,Medium
BBB,2014J,588944,986,78,75,12.64,High
BBB,2014J,588991,37,7,6,5.29,Low
BBB,2014J,589133,865,91,45,9.51,High
BBB,2014J,589554,705,32,64,22.03,Medium
BBB,2014J,589621,1836,113,93,16.25,High
BBB,2014J,589935,79,16,17,4.94,Low
BBB,2014J,589968,72,5,18,14.4,Low
BBB,2014J,590086,589,44,31,13.39,Medium
BBB,2014J,590122,599,19,41,31.53,Medium
BBB,2014J,590416,442,31,52,14.26,Medium
BBB,2014J,590444,446,68,55,6.56,Medium
BBB,2014J,590593,348,21,25,16.57,Low
BBB,2014J,590668,870,62,58,14.03,High
BBB,2014J,590764,93,5,25,18.6,Low
BBB,2014J,590854,1258,80,76,15.72,High
BBB,2014J,590867,50,7,17,7.14,Low
BBB,2014J,591159,363,22,32,16.5,Low
BBB,2014J,591986,241,22,38,10.95,Low
BBB,2014J,591999,471,28,52,16.82,Medium
BBB,2014J,592090,0,0,0,0.0,No Activity
BBB,2014J,592135,2974,120,117,24.78,High
BBB,2014J,592139,1453,59,85,24.63,High
BBB,2014J,592258,2274,85,92,26.75,High
BBB,2014J,592262,192,16,34,12.0,Low
BBB,2014J,592733,825,46,81,17.93,High
BBB,2014J,592815,0,0,0,0.0,No Activity
BBB,2014J,593000,127,14,27,9.07,Low
BBB,2014J,593346,1199,41,64,29.24,High
BBB,2014J,593476,754,55,72,13.71,Medium
BBB,2014J,593583,86,9,14,9.56,Low
BBB,2014J,593791,32,2,5,16.0,Low
BBB,2014J,593819,76,6,14,12.67,Low
BBB,2014J,594083,1186,55,97,21.56,High
BBB,2014J,594282,1289,53,77,24.32,High
BBB,2014J,594872,999,45,63,22.2,High
BBB,2014J,595018,0,0,0,0.0,No Activity
BBB,2014J,595130,372,19,55,19.58,Low
BBB,2014J,595137,119,12,29,9.92,Low
BBB,2014J,595365,1430,59,94,24.24,High
BBB,2014J,595421,509,31,58,16.42,Medium
BBB,2014J,595850,0,0,0,0.0,No Activity
BBB,2014J,595892,595,26,72,22.88,Medium
BBB,2014J,596072,8,2,4,4.0,Low
BBB,2014J,596128,1159,70,83,16.56,High
BBB,2014J,596151,149,19,22,7.84,Low
BBB,2014J,596496,42,2,16,21.0,Low
BBB,2014J,596513,1495,110,78,13.59,High
BBB,2014J,596728,699,29,68,24.1,Medium
BBB,2014J,596744,0,0,0,0.0,No Activity
BBB,2014J,596988,912,76,79,12.0,High
BBB,2014J,597532,0,0,0,0.0,No Activity
BBB,2014J,597539,96,8,23,12.0,Low
BBB,2014J,597744,175,5,31,35.0,Low
BBB,2014J,597853,185,14,29,13.21,Low
BBB,2014J,598035,116,15,19,7.73,Low
BBB,2014J,598201,414,38,51,10.89,Medium
BBB,2014J,598282,1661,91,104,18.25,High
BBB,2014J,598313,699,26,43,26.88,Medium
BBB,2014J,598317,0,0,0,0.0,No Activity
BBB,2014J,598395,6,2,3,3.0,Low
BBB,2014J,598581,714,26,59,27.46,Medium
BBB,2014J,598769,296,20,36,14.8,Low
BBB,2014J,598837,766,33,64,23.21,Medium
BBB,2014J,599108,291,19,28,15.32,Low
BBB,2014J,599232,0,0,0,0.0,No Activity
BBB,2014J,599323,407,17,25,23.94,Low
BBB,2014J,599355,966,51,75,18.94,High
BBB,2014J,599644,21,1,4,21.0,Low
BBB,2014J,600387,1197,65,80,18.42,High
BBB,2014J,600398,443,39,52,11.36,Medium
BBB,2014J,600404,134,7,28,19.14,Low
BBB,2014J,600415,1541,72,96,21.4,High
BBB,2014J,600428,847,70,59,12.1,High
BBB,2014J,600463,147,17,26,8.65,Low
BBB,2014J,600606,661,42,62,15.74,Medium
BBB,2014J,600658,89,15,13,5.93,Low
BBB,2014J,600664,967,63,51,15.35,High
BBB,2014J,601247,1177,37,103,31.81,High
BBB,2014J,601285,0,0,0,0.0,No Activity
BBB,2014J,601316,142,9,31,15.78,Low
BBB,2014J,601706,421,37,26,11.38,Medium
BBB,2014J,601803,316,20,46,15.8,Low
BBB,2014J,601874,849,38,63,22.34,High
BBB,2014J,601882,0,0,0,0.0,No Activity
BBB,2014J,601930,53,12,11,4.42,Low
BBB,2014J,601983,1601,158,73,10.13,High
BBB,2014J,602109,128,15,26,8.53,Low
BBB,2014J,602448,0,0,0,0.0,No Activity
BBB,2014J,602471,1997,84,112,23.77,High
BBB,2014J,602570,277,22,30,12.59,Low
BBB,2014J,602666,149,13,25,11.46,Low
BBB,2014J,602696,1338,54,108,24.78,High
BBB,2014J,602779,1304,51,100,25.57,High
BBB,2014J,602865,2049,102,118,20.09,High
BBB,2014J,602943,975,54,76,18.06,High
BBB,2014J,603055,312,27,40,11.56,Low
BBB,2014J,603113,670,38,61,17.63,Medium
BBB,2014J,603121,34,3,14,11.33,Low
BBB,2014J,603200,365,38,59,9.61,Low
BBB,2014J,603203,0,0,0,0.0,No Activity
BBB,2014J,603580,2659,135,127,19.7,High
BBB,2014J,603731,1530,62,95,24.68,High
BBB,2014J,603746,100,10,17,10.0,Low
BBB,2014J,603921,431,34,39,12.68,Medium
BBB,2014J,604358,1456,80,95,18.2,High
BBB,2014J,604725,1610,97,84,16.6,High
BBB,2014J,604950,2481,108,109,22.97,High
BBB,2014J,604990,2384,163,107,14.63,High
BBB,2014J,605068,1854,106,93,17.49,High
BBB,2014J,605089,407,32,50,12.72,Low
BBB,2014J,605186,50,6,9,8.33,Low
BBB,2014J,605243,1332,59,86,22.58,High
BBB,2014J,605383,19,3,7,6.33,Low
BBB,2014J,605770,539,28,67,19.25,Medium
BBB,2014J,605771,5319,238,105,22.35,High
BBB,2014J,605901,296,18,52,16.44,Low
BBB,2014J,606004,15,3,5,5.0,Low
BBB,2014J,606027,1490,49,90,30.41,High
BBB,2014J,606105,170,12,26,14.17,Low
BBB,2014J,606134,1408,56,87,25.14,High
BBB,2014J,606239,800,63,68,12.7,Medium
BBB,2014J,606391,1655,60,99,27.58,High
BBB,2014J,606442,773,26,74,29.73,Medium
BBB,2014J,606517,231,22,35,10.5,Low
BBB,2014J,606531,7,2,4,3.5,Low
BBB,2014J,606535,4680,209,133,22.39,High
BBB,2014J,606586,30,9,7,3.33,Low
BBB,2014J,606861,861,50,68,17.22,High
BBB,2014J,606864,385,23,33,16.74,Low
BBB,2014J,606914,37,8,6,4.63,Low
BBB,2014J,607062,571,66,65,8.65,Medium
BBB,2014J,607176,324,20,34,16.2,Low
BBB,2014J,607603,665,39,61,17.05,Medium
BBB,2014J,607923,1087,61,79,17.82,High
BBB,2014J,608068,223,18,26,12.39,Low
BBB,2014J,608134,878,52,82,16.88,High
BBB,2014J,608195,672,41,72,16.39,Medium
BBB,2014J,608319,0,0,0,0.0,No Activity
BBB,2014J,608448,2230,166,83,13.43,High
BBB,2014J,608851,1548,77,87,20.1,High
BBB,2014J,609194,473,25,50,18.92,Medium
BBB,2014J,609203,1063,54,66,19.69,High
BBB,2014J,609403,1131,41,87,27.59,High
BBB,2014J,609927,976,57,73,17.12,High
BBB,2014J,610385,1964,74,78,26.54,High
BBB,2014J,610405,917,47,78,19.51,High
BBB,2014J,610437,0,0,0,0.0,No Activity
BBB,2014J,610470,1201,47,68,25.55,High
BBB,2014J,610494,85,14,8,6.07,Low
BBB,2014J,610545,1438,86,74,16.72,High
BBB,2014J,611241,520,30,41,17.33,Medium
BBB,2014J,611268,1674,45,99,37.2,High
BBB,2014J,611275,244,10,34,24.4,Low
BBB,2014J,611329,1844,81,89,22.77,High
BBB,2014J,611821,1241,83,82,14.95,High
BBB,2014J,612135,1438,40,97,35.95,High
BBB,2014J,612230,809,64,54,12.64,Medium
BBB,2014J,612247,2532,69,96,36.7,High
BBB,2014J,612337,121,11,23,11.0,Low
BBB,2014J,612473,42,2,17,21.0,Low
BBB,2014J,612566,1042,60,67,17.37,High
BBB,2014J,612750,1686,71,101,23.75,High
BBB,2014J,613102,919,49,70,18.76,High
BBB,2014J,613135,285,26,35,10.96,Low
BBB,2014J,613380,0,0,0,0.0,No Activity
BBB,2014J,613909,804,59,58,13.63,Medium
BBB,2014J,614159,262,16,31,16.38,Low
BBB,2014J,614405,0,0,0,0.0,No Activity
BBB,2014J,615016,0,0,0,0.0,No Activity
BBB,2014J,615165,454,11,41,41.27,Medium
BBB,2014J,615263,64,11,12,5.82,Low
BBB,2014J,616660,2523,99,98,25.48,High
BBB,2014J,617297,305,24,33,12.71,Low
BBB,2014J,617521,500,22,59,22.73,Medium
BBB,2014J,617525,591,40,73,14.78,Medium
BBB,2014J,617530,370,33,39,11.21,Low
BBB,2014J,617671,0,0,0,0.0,No Activity
BBB,2014J,617804,0,0,0,0.0,No Activity
BBB,2014J,617811,122,4,19,30.5,Low
BBB,2014J,618197,1055,44,80,23.98,High
BBB,2014J,618589,1137,85,86,13.38,High
BBB,2014J,618734,1180,57,80,20.7,High
BBB,2014J,618858,0,0,0,0.0,No Activity
BBB,2014J,618960,240,11,35,21.82,Low
BBB,2014J,618983,1645,65,81,25.31,High
BBB,2014J,618994,1991,98,102,20.32,High
BBB,2014J,619052,51,7,14,7.29,Low
BBB,2014J,619935,928,64,77,14.5,High
BBB,2014J,620000,573,58,69,9.88,Medium
BBB,2014J,620115,38,3,10,12.67,Low
BBB,2014J,620135,0,0,0,0.0,No Activity
BBB,2014J,620550,0,0,0,0.0,No Activity
BBB,2014J,620655,4,2,3,2.0,Low
BBB,2014J,620698,1110,66,78,16.82,High
BBB,2014J,621487,153,13,28,11.77,Low
BBB,2014J,621826,265,22,46,12.05,Low
BBB,2014J,621856,0,0,0,0.0,No Activity
BBB,2014J,621899,67,5,11,13.4,Low
BBB,2014J,621935,0,0,0,0.0,No Activity
BBB,2014J,622007,118,21,26,5.62,Low
BBB,2014J,622117,34,3,11,11.33,Low
BBB,2014J,622313,139,17,29,8.18,Low
BBB,2014J,622573,2545,156,104,16.31,High
BBB,2014J,622722,0,0,0,0.0,No Activity
BBB,2014J,623042,921,37,62,24.89,High
BBB,2014J,623097,857,55,57,15.58,High
BBB,2014J,623319,1,1,1,1.0,Low
BBB,2014J,623376,1488,72,100,20.67,High
BBB,2014J,623441,709,19,54,37.32,Medium
BBB,2014J,623519,1911,72,88,26.54,High
BBB,2014J,623648,1493,23,80,64.91,High
BBB,2014J,623689,89,11,20,8.09,Low
BBB,2014J,624342,1103,74,90,14.91,High
BBB,2014J,624709,195,13,27,15.0,Low
BBB,2014J,624795,0,0,0,0.0,No Activity
BBB,2014J,625666,1224,51,104,24.0,High
BBB,2014J,625709,81,8,15,10.13,Low
BBB,2014J,625826,299,30,35,9.97,Low
BBB,2014J,626012,1211,56,84,21.63,High
BBB,2014J,626075,181,24,32,7.54,Low
BBB,2014J,626139,1292,64,91,20.19,High
BBB,2014J,626159,8038,252,105,31.9,High
BBB,2014J,626195,3162,221,112,14.31,High
BBB,2014J,626210,1109,72,64,15.4,High
BBB,2014J,626597,0,0,0,0.0,No Activity
BBB,2014J,626646,1043,57,84,18.3,High
BBB,2014J,626660,27,4,7,6.75,Low
BBB,2014J,626740,1070,53,64,20.19,High
BBB,2014J,626835,0,0,0,0.0,No Activity
BBB,2014J,627119,179,12,41,14.92,Low
BBB,2014J,627269,6251,249,123,25.1,High
BBB,2014J,627563,2075,108,108,19.21,High
BBB,2014J,627660,1688,73,98,23.12,High
BBB,2014J,627968,1166,66,79,17.67,High
BBB,2014J,628388,490,38,53,12.89,Medium
BBB,2014J,628435,0,0,0,0.0,No Activity
BBB,2014J,628656,609,26,63,23.42,Medium
BBB,2014J,628679,1254,85,83,14.75,High
BBB,2014J,628819,0,0,0,0.0,No Activity
BBB,2014J,628991,3357,120,107,27.98,High
BBB,2014J,629053,2156,156,99,13.82,High
BBB,2014J,629127,5311,261,141,20.35,High
BBB,2014J,629245,1847,57,93,32.4,High
BBB,2014J,629553,257,27,33,9.52,Low
BBB,2014J,630274,0,0,0,0.0,No Activity
BBB,2014J,630286,232,12,22,19.33,Low
BBB,2014J,630343,395,17,30,23.24,Low
BBB,2014J,630404,2258,96,91,23.52,High
BBB,2014J,630465,0,0,0,0.0,No Activity
BBB,2014J,630597,23,4,7,5.75,Low
BBB,2014J,630697,132,11,17,12.0,Low
BBB,2014J,630716,1135,86,61,13.2,High
BBB,2014J,630773,84,8,17,10.5,Low
BBB,2014J,630834,2356,108,102,21.81,High
BBB,2014J,631230,992,55,70,18.04,High
BBB,2014J,631248,947,56,64,16.91,High
BBB,2014J,631266,162,11,16,14.73,Low
BBB,2014J,631416,94,24,26,3.92,Low
BBB,2014J,631561,82,4,13,20.5,Low
BBB,2014J,631640,621,30,36,20.7,Medium
BBB,2014J,631775,474,39,62,12.15,Medium
BBB,2014J,631954,841,38,56,22.13,High
BBB,2014J,632144,0,0,0,0.0,No Activity
BBB,2014J,632255,1163,57,75,20.4,High
BBB,2014J,632281,314,19,49,16.53,Low
BBB,2014J,632431,0,0,0,0.0,No Activity
BBB,2014J,632473,450,16,37,28.13,Medium
BBB,2014J,632605,1343,74,62,18.15,High
BBB,2014J,632632,739,70,64,10.56,Medium
BBB,2014J,632722,314,28,35,11.21,Low
BBB,2014J,632955,556,43,56,12.93,Medium
BBB,2014J,633016,0,0,0,0.0,No Activity
BBB,2014J,633206,5,2,3,2.5,Low
BBB,2014J,633902,3093,89,99,34.75,High
BBB,2014J,633949,1350,70,97,19.29,High
BBB,2014J,634247,181,22,32,8.23,Low
BBB,2014J,634636,899,51,47,17.63,High
BBB,2014J,634772,1186,48,89,24.71,High
BBB,2014J,635251,0,0,0,0.0,No Activity
BBB,2014J,635328,204,27,23,7.56,Low
BBB,2014J,635425,0,0,0,0.0,No Activity
BBB,2014J,635452,1118,48,86,23.29,High
BBB,2014J,635561,156,10,29,15.6,Low
BBB,2014J,635716,0,0,0,0.0,No Activity
BBB,2014J,635777,1773,63,97,28.14,High
BBB,2014J,635890,1248,46,86,27.13,High
BBB,2014J,635921,218,33,22,6.61,Low
BBB,2014J,635924,1195,46,95,25.98,High
BBB,2014J,636064,0,0,0,0.0,No Activity
BBB,2014J,636302,2939,139,108,21.14,High
BBB,2014J,636525,694,50,75,13.88,Medium
BBB,2014J,636660,0,0,0,0.0,No Activity
BBB,2014J,636807,0,0,0,0.0,No Activity
BBB,2014J,636953,145,13,30,11.15,Low
BBB,2014J,637003,2493,89,85,28.01,High
BBB,2014J,637063,2690,56,105,48.04,High
BBB,2014J,637238,1115,51,103,21.86,High
BBB,2014J,637279,616,24,65,25.67,Medium
BBB,2014J,637295,0,0,0,0.0,No Activity
BBB,2014J,637348,106,13,18,8.15,Low
BBB,2014J,637370,1356,73,97,18.58,High
BBB,2014J,637382,98,20,13,4.9,Low
BBB,2014J,637388,2300,111,98,20.72,High
BBB,2014J,637414,1462,100,92,14.62,High
BBB,2014J,637586,1207,94,77,12.84,High
BBB,2014J,637715,796,72,70,11.06,Medium
BBB,2014J,637810,1130,65,63,17.38,High
BBB,2014J,637815,2517,108,112,23.31,High
BBB,2014J,637820,645,20,60,32.25,Medium
BBB,2014J,637867,500,16,34,31.25,Medium
BBB,2014J,637903,370,12,34,30.83,Low
BBB,2014J,638036,554,26,47,21.31,Medium
BBB,2014J,638417,71,1,14,71.0,Low
BBB,2014J,638516,2014,90,129,22.38,High
BBB,2014J,638544,62,24,11,2.58,Low
BBB,2014J,638554,233,13,32,17.92,Low
BBB,2014J,638575,17,3,7,5.67,Low
BBB,2014J,638756,173,28,23,6.18,Low
BBB,2014J,638818,0,0,0,0.0,No Activity
BBB,2014J,638997,1521,69,102,22.04,High
BBB,2014J,639659,0,0,0,0.0,No Activity
BBB,2014J,639663,189,14,31,13.5,Low
BBB,2014J,639724,1292,85,91,15.2,High
BBB,2014J,640225,1446,71,84,20.37,High
BBB,2014J,640265,930,38,71,24.47,High
BBB,2014J,640289,433,18,44,24.06,Medium
BBB,2014J,640291,662,32,61,20.69,Medium
BBB,2014J,640330,0,0,0,0.0,No Activity
BBB,2014J,640425,538,36,54,14.94,Medium
BBB,2014J,640455,125,17,17,7.35,Low
BBB,2014J,640501,0,0,0,0.0,No Activity
BBB,2014J,640701,320,30,44,10.67,Low
BBB,2014J,640706,80,8,29,10.0,Low
BBB,2014J,640712,15,3,3,5.0,Low
BBB,2014J,640753,66,16,14,4.13,Low
BBB,2014J,641045,0,0,0,0.0,No Activity
BBB,2014J,641262,0,0,0,0.0,No Activity
BBB,2014J,641329,796,40,61,19.9,Medium
BBB,2014J,641540,0,0,0,0.0,No Activity
BBB,2014J,641616,842,36,53,23.39,High
BBB,2014J,641795,5,1,2,5.0,Low
BBB,2014J,641840,933,73,82,12.78,High
BBB,2014J,641992,452,18,53,25.11,Medium
BBB,2014J,642067,906,45,80,20.13,High
BBB,2014J,642075,222,12,28,18.5,Low
BBB,2014J,642083,1755,92,88,19.08,High
BBB,2014J,642122,1467,17,46,86.29,High
BBB,2014J,642201,309,24,47,12.88,Low
BBB,2014J,642250,622,22,68,28.27,Medium
BBB,2014J,642292,0,0,0,0.0,No Activity
BBB,2014J,642405,1267,88,94,14.4,High
BBB,2014J,642413,1302,69,76,18.87,High
BBB,2014J,642439,202,15,25,13.47,Low
BBB,2014J,642550,1343,80,102,16.79,High
BBB,2014J,642595,2807,118,111,23.79,High
BBB,2014J,642600,908,31,66,29.29,High
BBB,2014J,642633,108,8,21,13.5,Low
BBB,2014J,642698,1525,70,96,21.79,High
BBB,2014J,642731,0,0,0,0.0,No Activity
BBB,2014J,642802,52,2,12,26.0,Low
BBB,2014J,642834,2472,91,91,27.16,High
BBB,2014J,642836,0,0,0,0.0,No Activity
BBB,2014J,642988,20,4,6,5.0,Low
BBB,2014J,643172,3057,139,118,21.99,High
BBB,2014J,643208,1750,72,112,24.31,High
BBB,2014J,643321,1316,49,94,26.86,High
BBB,2014J,643354,1073,55,81,19.51,High
BBB,2014J,643587,2270,82,110,27.68,High
BBB,2014J,643608,364,25,26,14.56,Low
BBB,2014J,643953,185,17,30,10.88,Low
BBB,2014J,643986,1060,76,76,13.95,High
BBB,2014J,644069,499,34,45,14.68,Medium
BBB,2014J,644101,212,13,42,16.31,Low
BBB,2014J,644164,1121,41,87,27.34,High
BBB,2014J,644172,1785,79,99,22.59,High
BBB,2014J,644362,2463,104,109,23.68,High
BBB,2014J,644482,4,1,4,4.0,Low
BBB,2014J,644484,1760,91,96,19.34,High
BBB,2014J,644599,96,12,17,8.0,Low
BBB,2014J,644793,2394,103,101,23.24,High
BBB,2014J,644822,814,33,75,24.67,Medium
BBB,2014J,644863,354,35,44,10.11,Low
BBB,2014J,644883,38,6,6,6.33,Low
BBB,2014J,644975,0,0,0,0.0,No Activity
BBB,2014J,644993,5073,181,113,28.03,High
BBB,2014J,645042,636,28,45,22.71,Medium
BBB,2014J,645047,2326,114,89,20.4,High
BBB,2014J,645052,14,2,4,7.0,Low
BBB,2014J,645098,1677,83,107,20.2,High
BBB,2014J,645183,111,13,19,8.54,Low
BBB,2014J,645248,293,12,59,24.42,Low
BBB,2014J,645256,1926,94,81,20.49,High
BBB,2014J,645359,933,32,65,29.16,High
BBB,2014J,645370,600,24,60,25.0,Medium
BBB,2014J,645371,61,5,17,12.2,Low
BBB,2014J,645420,122,17,17,7.18,Low
BBB,2014J,645510,0,0,0,0.0,No Activity
BBB,2014J,645639,147,17,14,8.65,Low
BBB,2014J,645678,1422,95,79,14.97,High
BBB,2014J,645753,289,22,33,13.14,Low
BBB,2014J,645793,17,3,6,5.67,Low
BBB,2014J,645950,2427,80,88,30.34,High
BBB,2014J,645996,0,0,0,0.0,No Activity
BBB,2014J,646004,289,21,46,13.76,Low
BBB,2014J,646063,986,32,80,30.81,High
BBB,2014J,646075,0,0,0,0.0,No Activity
BBB,2014J,646119,1761,54,86,32.61,High
BBB,2014J,646133,0,0,0,0.0,No Activity
BBB,2014J,646151,0,0,0,0.0,No Activity
BBB,2014J,646178,109,13,15,8.38,Low
BBB,2014J,646202,994,59,91,16.85,High
BBB,2014J,646260,793,46,69,17.24,Medium
BBB,2014J,646352,481,9,36,53.44,Medium
BBB,2014J,646415,354,39,55,9.08,Low
BBB,2014J,646418,1249,42,67,29.74,High
BBB,2014J,646445,0,0,0,0.0,No Activity
BBB,2014J,646455,1,1,1,1.0,Low
BBB,2014J,646482,2984,149,96,20.03,High
BBB,2014J,646484,3049,107,117,28.5,High
BBB,2014J,646515,0,0,0,0.0,No Activity
BBB,2014J,646579,2675,82,110,32.62,High
BBB,2014J,646580,0,0,0,0.0,No Activity
BBB,2014J,646618,954,48,85,19.88,High
BBB,2014J,646636,0,0,0,0.0,No Activity
BBB,2014J,646659,604,29,62,20.83,Medium
BBB,2014J,646691,109,6,13,18.17,Low
BBB,2014J,646770,0,0,0,0.0,No Activity
BBB,2014J,646776,106,10,23,10.6,Low
BBB,2014J,646781,331,21,48,15.76,Low
BBB,2014J,646798,798,30,76,26.6,Medium
BBB,2014J,646844,2850,125,97,22.8,High
BBB,2014J,646852,1399,45,82,31.09,High
BBB,2014J,646901,171,11,26,15.55,Low
BBB,2014J,646906,0,0,0,0.0,No Activity
BBB,2014J,647056,4825,131,124,36.83,High
BBB,2014J,647126,12,1,4,12.0,Low
BBB,2014J,647200,1153,56,95,20.59,High
BBB,2014J,647220,0,0,0,0.0,No Activity
BBB,2014J,647312,213,12,30,17.75,Low
BBB,2014J,647346,2880,127,103,22.68,High
BBB,2014J,647385,2722,124,106,21.95,High
BBB,2014J,647393,2304,72,99,32.0,High
BBB,2014J,647395,803,63,51,12.75,Medium
BBB,2014J,647502,275,14,29,19.64,Low
BBB,2014J,647511,0,0,0,0.0,No Activity
BBB,2014J,647553,1111,51,72,21.78,High
BBB,2014J,647711,751,34,63,22.09,Medium
BBB,2014J,647740,0,0,0,0.0,No Activity
BBB,2014J,647762,2488,72,126,34.56,High
BBB,2014J,647764,2579,92,108,28.03,High
BBB,2014J,647774,31,4,15,7.75,Low
BBB,2014J,647803,474,36,46,13.17,Medium
BBB,2014J,647807,0,0,0,0.0,No Activity
BBB,2014J,647864,0,0,0,0.0,No Activity
BBB,2014J,647876,0,0,0,0.0,No Activity
BBB,2014J,647883,928,62,79,14.97,High
BBB,2014J,647940,0,0,0,0.0,No Activity
BBB,2014J,647964,0,0,0,0.0,No Activity
BBB,2014J,647967,1169,53,73,22.06,High
BBB,2014J,647982,483,33,55,14.64,Medium
BBB,2014J,647993,0,0,0,0.0,No Activity
BBB,2014J,647999,0,0,0,0.0,No Activity
BBB,2014J,648063,329,22,28,14.95,Low
BBB,2014J,648082,236,17,31,13.88,Low
BBB,2014J,648119,171,8,40,21.38,Low
BBB,2014J,648120,166,12,34,13.83,Low
BBB,2014J,648127,610,21,73,29.05,Medium
BBB,2014J,648131,88,4,19,22.0,Low
BBB,2014J,648135,552,49,49,11.27,Medium
BBB,2014J,648182,1064,79,87,13.47,High
BBB,2014J,648194,1390,50,89,27.8,High
BBB,2014J,648201,955,75,70,12.73,High
BBB,2014J,648203,0,0,0,0.0,No Activity
BBB,2014J,648238,0,0,0,0.0,No Activity
BBB,2014J,648247,0,0,0,0.0,No Activity
BBB,2014J,648262,479,29,56,16.52,Medium
BBB,2014J,648310,274,24,55,11.42,Low
BBB,2014J,648311,719,28,69,25.68,Medium
BBB,2014J,648317,0,0,0,0.0,No Activity
BBB,2014J,648335,111,9,20,12.33,Low
BBB,2014J,648386,669,33,65,20.27,Medium
BBB,2014J,648391,158,6,16,26.33,Low
BBB,2014J,648416,1307,65,91,20.11,High
BBB,2014J,648449,2553,78,105,32.73,High
BBB,2014J,648476,125,11,18,11.36,Low
BBB,2014J,648487,511,33,59,15.48,Medium
BBB,2014J,648519,183,8,24,22.88,Low
BBB,2014J,648537,938,89,76,10.54,High
BBB,2014J,648543,2027,115,88,17.63,High
BBB,2014J,648549,2169,88,107,24.65,High
BBB,2014J,648553,1082,52,92,20.81,High
BBB,2014J,648556,0,0,0,0.0,No Activity
BBB,2014J,648585,420,20,46,21.0,Medium
BBB,2014J,648589,0,0,0,0.0,No Activity
BBB,2014J,648596,45,4,9,11.25,Low
BBB,2014J,648640,0,0,0,0.0,No Activity
BBB,2014J,648676,251,26,53,9.65,Low
BBB,2014J,648693,1761,102,98,17.26,High
BBB,2014J,648709,353,16,45,22.06,Low
BBB,2014J,648713,1368,80,98,17.1,High
BBB,2014J,648728,1979,108,95,18.32,High
BBB,2014J,648751,1311,54,85,24.28,High
BBB,2014J,648754,27,5,11,5.4,Low
BBB,2014J,648760,1213,54,76,22.46,High
BBB,2014J,648778,1558,88,89,17.7,High
BBB,2014J,648807,1934,67,124,28.87,High
BBB,2014J,648820,0,0,0,0.0,No Activity
BBB,2014J,648845,1055,36,68,29.31,High
BBB,2014J,648928,57,4,26,14.25,Low
BBB,2014J,648951,934,27,71,34.59,High
BBB,2014J,648961,0,0,0,0.0,No Activity
BBB,2014J,648985,43,7,11,6.14,Low
BBB,2014J,649000,147,4,17,36.75,Low
BBB,2014J,649018,333,26,52,12.81,Low
BBB,2014J,649025,1416,87,98,16.28,High
BBB,2014J,649026,386,20,40,19.3,Low
BBB,2014J,649027,853,41,71,20.8,High
BBB,2014J,649110,1649,85,101,19.4,High
BBB,2014J,649119,635,34,70,18.68,Medium
BBB,2014J,649189,6077,176,113,34.53,High
BBB,2014J,649209,0,0,0,0.0,No Activity
BBB,2014J,649221,3153,152,104,20.74,High
BBB,2014J,649231,2740,105,114,26.1,High
BBB,2014J,649247,0,0,0,0.0,No Activity
